method,dataset,TIE_BLOCKS,TIE_TYPE,GFR,NDKL_Value,ULOSS_Value,WULOSS_Value
Worst,alternating_groups,5,Interleaved,0.6933765542848239,0.17671341402342164,0.0,0.0
Worst,alternating_groups,5,Top,0.0,0.1743650961307553,0.0,0.0
Worst,skewed_groups,1,Bottom,28.41896990257186,0.4826029492624594,0.0,0.0
Worst,skewed_groups,1,Interleaved,28.068118422293196,0.4826029492624594,0.0,0.0
Worst,skewed_groups,1,Top,28.41896990257186,0.4826029492624594,0.0,0.0
Worst,skewed_groups,2,Bottom,21.834086632463748,0.4826029492624594,0.0,-2.220446049250313e-16
Worst,skewed_groups,2,Interleaved,21.834086632463748,0.4826029492624594,0.0,0.0
Worst,skewed_groups,2,Top,21.834086632463748,0.4826029492624594,0.0,0.0
Worst,skewed_groups,3,Bottom,14.588297085551636,0.4826029492624594,0.0,-2.220446049250313e-16
Worst,skewed_groups,3,Interleaved,14.894570726021781,0.4826029492624594,0.0,0.0
Worst,skewed_groups,3,Top,15.200844366491925,0.4826029492624594,0.0,0.0
Worst,skewed_groups,4,Bottom,8.028936618816033,0.4826029492624594,0.0,0.0
Worst,skewed_groups,4,Interleaved,8.664320092247518,0.4826029492624594,0.0,0.0
Worst,skewed_groups,4,Top,8.577676891325043,0.4826029492624594,0.0,0.0
Worst,skewed_groups,5,Bottom,1.6635494577115235,0.4826029492624594,0.0,0.0
Worst,skewed_groups,5,Interleaved,2.081941005060066,0.4826029492624594,0.0,0.0
Worst,skewed_groups,5,Top,1.6635494577115235,0.4826029492624594,0.0,0.0
